action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2016,0060.00,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0002735146,0072385,36,NY,New York,68100,107,1530,1032,37.95000076293945,3415,,95.91000366210938
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,41,5,,,,,White,,,,,1,Male,0,2016,0900.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,115,Washington County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,24020,Glens Falls - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",7776400006,0000034,36,NY,New York,64800,109,1454,1007,4.96999979019165,2715,,98.38999938964844
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2016,4054.00,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,0016414,36,NY,New York,106200,338,2566,1914,38.54999923706055,7562,,80.26000213623047
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,25,5,,,,,White,,,,,1,Male,0,2016,0051.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,119,Westchester County,1,3,9,Debt-to-income ratio,Credit history,Other,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0133444,36,NY,New York,72600,400,1184,994,22.6299991607666,4017,,130.10000610351562
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,44,5,,,,,White,,,,,1,Male,0,2016,0142.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),38-2750395,0076580,36,NY,New York,68100,97,2502,2138,14.229999542236328,6660,,98.48999786376953
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,100,3,,,,,Black or African American,,,,,2,Female,0,2016,0411.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,47,Kings County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7811300008,0027166,36,NY,New York,72600,470,788,234,97.7300033569336,3302,,52.27000045776367
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,50,5,,,,,White,,,,,1,Male,0,2016,0803.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,115,Washington County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,24020,Glens Falls - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7197000003,0366173,36,NY,New York,64800,171,1977,1526,4.320000171661377,5390,,96.26000213623047
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,557,5,,,,,White,,,,,1,Male,0,2016,2009.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,0410964,36,NY,New York,106200,788,6345,2505,25.479999542236328,6410,,107.05000305175781
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,642,5,,,,,White,,,,,1,Male,0,2016,0195.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,61,New York County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0065876,36,NY,New York,72600,1928,66,981,39.70000076293945,8197,,168.57000732421875
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,107,5,,,,,White,,,,,1,Male,0,2016,0123.06,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),13-6131491,0080472,36,NY,New York,68100,200,1779,1647,19.540000915527344,5415,,236.52000427246094
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,56,3,,,,,Black or African American,,,,,2,Female,0,2016,0142.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,81,Queens County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",7523800002,0001078,36,NY,New York,72600,324,644,187,92.73999786376953,2838,,79.12999725341797
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,67,5,,,,,White,,,,,2,Female,0,2016,1583.09,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000008116,0000564,36,NY,New York,106200,148,1297,949,31.600000381469727,4431,,86.13999938964844
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,328,5,,,,,White,,,,,1,Male,0,2016,1108.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,0544465,36,NY,New York,106200,1100,2019,1849,7.099999904632568,5973,,120.75
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,158,5,,,,,White,,,,,1,Male,0,2016,0170.09,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,85,Richmond County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,1768800000,0004246,36,NY,New York,72600,663,1632,1114,9.119999885559082,4299,,145.02000427246094
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,42,5,,,,,White,,,,,1,Male,0,2016,0215.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,75,Oswego County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,45060,Syracuse - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000003025,0000367,36,NY,New York,69200,41,1293,822,2.9100000858306885,2856,,86.66999816894531
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,135,5,,,,,White,,,,,1,Male,2,2016,0103.22,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,67,Onondaga County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,45060,Syracuse - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,0993209,36,NY,New York,69200,177,1360,1205,6.510000228881836,4010,,136.6999969482422
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,58,5,,,,,White,,,,,2,Female,0,2016,0019.00,2,Not Hispanic or Latino,3,,,,,Black or African American,,,,,1,Male,109,Tompkins County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,27060,Ithaca - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000068322,0000120,36,NY,New York,69000,106,2525,1791,8.920000076293945,6099,,91.33999633789062
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,93,5,,,,,White,,,,,1,Male,0,2016,2009.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Suffolk County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000480228,0257512,36,NY,New York,106200,1150,6345,2505,25.479999542236328,6410,,107.05000305175781
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",275,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,0,2016,0131.04,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,119,Westchester County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0124639,36,NY,New York,72600,620,2044,1904,11.6899995803833,6358,,307.6499938964844
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,50,5,,,,,White,,,,,1,Male,0,2016,0124.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,55,Monroe County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000656733,0005608,36,NY,New York,68100,84,1006,839,4.739999771118164,3017,,127.22000122070312
1,Loan originated,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,262,5,,,,,White,,,,,1,Male,0,2016,0309.03,1,Hispanic or Latino,5,,,,,White,,,,,2,Female,81,Queens County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",33-0941669,0020487,36,NY,New York,72600,664,1911,1017,87.08000183105469,6743,,91.9000015258789
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,140,5,,,,,White,,,,,1,Male,0,2016,1470.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000008116,0002271,36,NY,New York,106200,276,1433,1368,8.470000267028809,4406,,98.68000030517578
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",354,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,0,2016,3005.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000480228,0193342,36,NY,New York,106200,181,1690,1707,15.520000457763672,5485,,131.6199951171875
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,289,5,,,,,White,,,,,1,Male,0,2016,0109.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,119,Westchester County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0133614,36,NY,New York,72600,680,1922,1903,69.69000244140625,5989,,176.94000244140625
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,44,5,,,,,White,,,,,1,Male,0,2016,0203.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,117,Wayne County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,16-1237621,0001274,36,NY,New York,68100,78,1303,1017,7.010000228881836,3781,,91.7300033569336
2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,24,5,,,,,White,,,,,1,Male,0,2016,0092.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,61,New York County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-2261031,0025426,36,NY,New York,72600,410,22,193,36.31999969482422,1806,,225.4199981689453
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,67,4,,,,,Native Hawaiian or Other Pacific Islander,,,,,1,Male,0,2016,0018.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,109,Tompkins County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,27060,Ithaca - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7197000003,0041989,36,NY,New York,69000,156,2099,1552,6.760000228881836,5033,,79.16000366210938
